Mon Nov 11 18:01:28 2024       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.100                Driver Version: 550.100        CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA RTX A5000               On  |   00000000:01:00.0 Off |                  Off |
| 30%   19C    P8             18W /  230W |       2MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA RTX A5000               On  |   00000000:41:00.0 Off |                  Off |
| 30%   17C    P8             17W /  230W |       2MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   2  NVIDIA RTX A5000               On  |   00000000:81:00.0 Off |                  Off |
| 30%   18C    P8             15W /  230W |       2MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   3  NVIDIA RTX A5000               On  |   00000000:C1:00.0 Off |                  Off |
| 30%   18C    P8             17W /  230W |       2MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
#"Progress (%)"	"Step"	"Time (ps)"	"Speed (ns/day)"	"Time Remaining"
105650.0%	1056500	3821.0799999378096	329	23:41:31
105700.0%	1057000	3823.0799999377623	329	23:41:31
105750.0%	1057500	3825.079999937715	329	23:41:31
105800.0%	1058000	3827.0799999376677	329	23:41:30
105850.0%	1058500	3829.0799999376204	329	23:41:29
105900.0%	1059000	3831.079999937573	329	23:41:29
105950.0%	1059500	3833.079999937526	329	23:41:28
106000.0%	1060000	3835.0799999374785	329	23:41:28
106050.0%	1060500	3837.0799999374312	329	23:41:28
106100.0%	1061000	3839.079999937384	329	23:41:26
106150.0%	1061500	3841.0799999373367	329	23:41:26
106200.0%	1062000	3843.0799999372894	329	23:41:26
106250.0%	1062500	3845.079999937242	329	23:41:25
106300.0%	1063000	3847.0799999371948	329	23:41:25
106350.0%	1063500	3849.0799999371475	329	23:41:24
106400.0%	1064000	3851.0799999371	329	23:41:23
106450.0%	1064500	3853.079999937053	329	23:41:23
106500.0%	1065000	3855.0799999370056	329	23:41:23
106550.0%	1065500	3857.0799999369583	329	23:41:23
106600.0%	1066000	3859.079999936911	329	23:41:21
106650.0%	1066500	3861.0799999368637	329	23:41:21
106700.0%	1067000	3863.0799999368164	329	23:41:20
106750.0%	1067500	3865.079999936769	329	23:41:20
106800.0%	1068000	3867.079999936722	329	23:41:20
106850.0%	1068500	3869.0799999366745	329	23:41:18
106900.0%	1069000	3871.0799999366272	329	23:41:18
106950.0%	1069500	3873.07999993658	329	23:41:18
107000.0%	1070000	3875.0799999365327	329	23:41:18
107050.0%	1070500	3877.0799999364854	329	23:41:17
107100.0%	1071000	3879.079999936438	329	23:41:16
107150.0%	1071500	3881.079999936391	329	23:41:15
107200.0%	1072000	3883.0799999363435	329	23:41:15
107250.0%	1072500	3885.079999936296	329	23:41:15
107300.0%	1073000	3887.079999936249	329	23:41:15
107350.0%	1073500	3889.0799999362016	329	23:41:13
107400.0%	1074000	3891.0799999361543	329	23:41:13
107450.0%	1074500	3893.079999936107	329	23:41:13
107500.0%	1075000	3895.0799999360597	329	23:41:12
107550.0%	1075500	3897.0799999360124	329	23:41:12
107600.0%	1076000	3899.079999935965	329	23:41:11
107650.0%	1076500	3901.079999935918	329	23:41:10
107700.0%	1077000	3903.0799999358705	329	23:41:10
107750.0%	1077500	3905.0799999358233	329	23:41:10
107800.0%	1078000	3907.079999935776	329	23:41:09
107850.0%	1078500	3909.0799999357287	329	23:41:08
107900.0%	1079000	3911.0799999356814	329	23:41:08
107950.0%	1079500	3913.079999935634	329	23:41:07
108000.0%	1080000	3915.079999935587	329	23:41:07
108050.0%	1080500	3917.0799999355395	329	23:41:07
108100.0%	1081000	3919.079999935492	329	23:41:05
108150.0%	1081500	3921.079999935445	329	23:41:05
108200.0%	1082000	3923.0799999353976	329	23:41:05
108250.0%	1082500	3925.0799999353503	329	23:41:04
108300.0%	1083000	3927.079999935303	329	23:41:04
108350.0%	1083500	3929.0799999352557	329	23:41:03
108400.0%	1084000	3931.0799999352084	329	23:41:02
108450.0%	1084500	3933.079999935161	329	23:41:02
108500.0%	1085000	3935.079999935114	329	23:41:02
108550.0%	1085500	3937.0799999350666	329	23:41:01
108600.0%	1086000	3939.0799999350193	329	23:41:00
108650.0%	1086500	3941.079999934972	329	23:41:00
108700.0%	1087000	3943.0799999349247	329	23:40:59
108750.0%	1087500	3945.0799999348774	329	23:40:59
108800.0%	1088000	3947.07999993483	329	23:40:59
108850.0%	1088500	3949.079999934783	329	23:40:57
108900.0%	1089000	3951.0799999347355	329	23:40:57
108950.0%	1089500	3953.079999934688	329	23:40:57
109000.0%	1090000	3955.079999934641	329	23:40:57
109050.0%	1090500	3957.0799999345936	329	23:40:56
109100.0%	1091000	3959.0799999345463	329	23:40:55
109150.0%	1091500	3961.079999934499	329	23:40:55
109200.0%	1092000	3963.0799999344517	329	23:40:54
109250.0%	1092500	3965.0799999344044	329	23:40:54
109300.0%	1093000	3967.079999934357	329	23:40:54
109350.0%	1093500	3969.07999993431	329	23:40:52
109400.0%	1094000	3971.0799999342626	329	23:40:52
109450.0%	1094500	3973.0799999342153	329	23:40:52
109500.0%	1095000	3975.079999934168	329	23:40:51
109550.0%	1095500	3977.0799999341207	329	23:40:51
109600.0%	1096000	3979.0799999340734	329	23:40:50
109650.0%	1096500	3981.079999934026	329	23:40:49
109700.0%	1097000	3983.079999933979	329	23:40:49
109750.0%	1097500	3985.0799999339315	329	23:40:49
109800.0%	1098000	3987.079999933884	329	23:40:48
109850.0%	1098500	3989.079999933837	329	23:40:47
109900.0%	1099000	3991.0799999337896	329	23:40:47
109950.0%	1099500	3993.0799999337423	329	23:40:46
110000.0%	1100000	3995.079999933695	329	23:40:46
110050.0%	1100500	3997.0799999336477	329	23:40:46
110100.0%	1101000	3999.0799999336004	329	23:40:44
110150.0%	1101500	4001.079999933553	329	23:40:44
#"Progress (%)"	"Step"	"Time (ps)"	"Speed (ns/day)"	"Time Remaining"
85200.0%	852000	3003.0799999571527	0	--
85250.0%	852500	3005.0799999571054	254	23:40:42
85300.0%	853000	3007.079999957058	245	23:39:59
85350.0%	853500	3009.079999957011	275	23:42:08
85400.0%	854000	3011.0799999569635	293	23:43:13
85450.0%	854500	3013.0799999569163	305	23:43:53
85500.0%	855000	3015.079999956869	312	23:44:15
85550.0%	855500	3017.0799999568217	299	23:43:34
85600.0%	856000	3019.0799999567744	306	23:43:56
85650.0%	856500	3021.079999956727	312	23:44:12
85700.0%	857000	3023.07999995668	316	23:44:25
85750.0%	857500	3025.0799999566325	320	23:44:36
85800.0%	858000	3027.079999956585	312	23:44:11
85850.0%	858500	3029.079999956538	315	23:44:20
85900.0%	859000	3031.0799999564906	318	23:44:28
85950.0%	859500	3033.0799999564433	321	23:44:36
86000.0%	860000	3035.079999956396	323	23:44:43
86050.0%	860500	3037.0799999563487	317	23:44:23
86100.0%	861000	3039.0799999563014	319	23:44:30
86150.0%	861500	3041.079999956254	321	23:44:35
86200.0%	862000	3043.079999956207	323	23:44:40
86250.0%	862500	3045.0799999561596	325	23:44:44
86300.0%	863000	3047.0799999561123	320	23:44:30
86350.0%	863500	3049.079999956065	322	23:44:34
86400.0%	864000	3051.0799999560177	323	23:44:38
86450.0%	864500	3053.0799999559704	325	23:44:41
86500.0%	865000	3055.079999955923	320	23:44:28
86550.0%	865500	3057.079999955876	322	23:44:32
86600.0%	866000	3059.0799999558285	323	23:44:35
86650.0%	866500	3061.079999955781	324	23:44:38
86700.0%	867000	3063.079999955734	326	23:44:41
86750.0%	867500	3065.0799999556866	322	23:44:30
86800.0%	868000	3067.0799999556393	323	23:44:33
86850.0%	868500	3069.079999955592	324	23:44:36
86900.0%	869000	3071.0799999555447	325	23:44:38
86950.0%	869500	3073.0799999554974	326	23:44:40
87000.0%	870000	3075.07999995545	323	23:44:30
87050.0%	870500	3077.079999955403	324	23:44:33
87100.0%	871000	3079.0799999553556	325	23:44:35
87150.0%	871500	3081.0799999553083	326	23:44:37
87200.0%	872000	3083.079999955261	327	23:44:39
87250.0%	872500	3085.0799999552137	324	23:44:30
87300.0%	873000	3087.0799999551664	325	23:44:32
87350.0%	873500	3089.079999955119	325	23:44:34
87400.0%	874000	3091.079999955072	326	23:44:35
87450.0%	874500	3093.0799999550245	324	23:44:27
87500.0%	875000	3095.079999954977	324	23:44:29
87550.0%	875500	3097.07999995493	325	23:44:30
87600.0%	876000	3099.0799999548826	326	23:44:32
87650.0%	876500	3101.0799999548353	326	23:44:34
87700.0%	877000	3103.079999954788	324	23:44:26
87750.0%	877500	3105.0799999547407	325	23:44:28
87800.0%	878000	3107.0799999546934	325	23:44:29
87850.0%	878500	3109.079999954646	326	23:44:30
87900.0%	879000	3111.079999954599	327	23:44:32
87950.0%	879500	3113.0799999545516	325	23:44:25
88000.0%	880000	3115.0799999545043	325	23:44:26
88050.0%	880500	3117.079999954457	326	23:44:28
88100.0%	881000	3119.0799999544097	326	23:44:29
88150.0%	881500	3121.0799999543624	327	23:44:30
88200.0%	882000	3123.079999954315	325	23:44:24
88250.0%	882500	3125.079999954268	326	23:44:25
88300.0%	883000	3127.0799999542205	326	23:44:26
88350.0%	883500	3129.079999954173	327	23:44:27
88400.0%	884000	3131.079999954126	327	23:44:28
88450.0%	884500	3133.0799999540786	326	23:44:23
88500.0%	885000	3135.0799999540313	326	23:44:23
88550.0%	885500	3137.079999953984	327	23:44:24
88600.0%	886000	3139.0799999539367	327	23:44:25
88650.0%	886500	3141.0799999538895	325	23:44:20
88700.0%	887000	3143.079999953842	326	23:44:21
88750.0%	887500	3145.079999953795	326	23:44:21
88800.0%	888000	3147.0799999537476	327	23:44:22
88850.0%	888500	3149.0799999537003	327	23:44:23
88900.0%	889000	3151.079999953653	326	23:44:18
88950.0%	889500	3153.0799999536057	326	23:44:19
89000.0%	890000	3155.0799999535584	327	23:44:20
89050.0%	890500	3157.079999953511	327	23:44:20
89100.0%	891000	3159.079999953464	327	23:44:21
89150.0%	891500	3161.0799999534165	326	23:44:16
89200.0%	892000	3163.079999953369	326	23:44:17
89250.0%	892500	3165.079999953322	327	23:44:18
89300.0%	893000	3167.0799999532746	327	23:44:18
89350.0%	893500	3169.0799999532273	328	23:44:19
89400.0%	894000	3171.07999995318	326	23:44:14
89450.0%	894500	3173.0799999531328	327	23:44:15
89500.0%	895000	3175.0799999530855	327	23:44:15
89550.0%	895500	3177.079999953038	327	23:44:16
89600.0%	896000	3179.079999952991	328	23:44:17
89650.0%	896500	3181.0799999529436	326	23:44:12
89700.0%	897000	3183.0799999528963	327	23:44:13
89750.0%	897500	3185.079999952849	327	23:44:13
89800.0%	898000	3187.0799999528017	328	23:44:14
89850.0%	898500	3189.0799999527544	328	23:44:15
89900.0%	899000	3191.079999952707	327	23:44:10
89950.0%	899500	3193.07999995266	327	23:44:11
90000.0%	900000	3195.0799999526125	327	23:44:11
90050.0%	900500	3197.0799999525652	328	23:44:12
90100.0%	901000	3199.079999952518	327	23:44:08
90150.0%	901500	3201.0799999524706	327	23:44:08
90200.0%	902000	3203.0799999524233	327	23:44:09
90250.0%	902500	3205.079999952376	328	23:44:09
90300.0%	903000	3207.0799999523288	328	23:44:10
90350.0%	903500	3209.0799999522815	327	23:44:06
90400.0%	904000	3211.079999952234	327	23:44:06
90450.0%	904500	3213.079999952187	327	23:44:06
90500.0%	905000	3215.0799999521396	328	23:44:07
90550.0%	905500	3217.0799999520923	328	23:44:07
90600.0%	906000	3219.079999952045	327	23:44:03
90650.0%	906500	3221.0799999519977	327	23:44:04
90700.0%	907000	3223.0799999519504	327	23:44:04
90750.0%	907500	3225.079999951903	328	23:44:04
90800.0%	908000	3227.079999951856	327	23:44:01
90850.0%	908500	3229.0799999518085	327	23:44:01
90900.0%	909000	3231.0799999517612	327	23:44:01
90950.0%	909500	3233.079999951714	327	23:44:02
91000.0%	910000	3235.0799999516667	328	23:44:02
91050.0%	910500	3237.0799999516194	327	23:43:58
91100.0%	911000	3239.079999951572	327	23:43:59
91150.0%	911500	3241.0799999515248	327	23:43:59
91200.0%	912000	3243.0799999514775	328	23:43:59
91250.0%	912500	3245.07999995143	328	23:44:00
91300.0%	913000	3247.079999951383	327	23:43:56
91350.0%	913500	3249.0799999513356	327	23:43:56
91400.0%	914000	3251.0799999512883	327	23:43:56
91450.0%	914500	3253.079999951241	328	23:43:57
91500.0%	915000	3255.0799999511937	328	23:43:57
91550.0%	915500	3257.0799999511464	327	23:43:54
91600.0%	916000	3259.079999951099	327	23:43:54
91650.0%	916500	3261.079999951052	327	23:43:54
91700.0%	917000	3263.0799999510045	328	23:43:54
91750.0%	917500	3265.0799999509572	327	23:43:51
91800.0%	918000	3267.07999995091	327	23:43:51
91850.0%	918500	3269.0799999508627	327	23:43:52
91900.0%	919000	3271.0799999508154	327	23:43:52
91950.0%	919500	3273.079999950768	328	23:43:52
92000.0%	920000	3275.079999950721	327	23:43:49
92050.0%	920500	3277.0799999506735	327	23:43:49
92100.0%	921000	3279.079999950626	327	23:43:49
92150.0%	921500	3281.079999950579	328	23:43:49
92200.0%	922000	3283.0799999505316	328	23:43:49
92250.0%	922500	3285.0799999504843	327	23:43:46
92300.0%	923000	3287.079999950437	327	23:43:47
92350.0%	923500	3289.0799999503897	327	23:43:47
92400.0%	924000	3291.0799999503424	328	23:43:47
92450.0%	924500	3293.079999950295	327	23:43:44
92500.0%	925000	3295.079999950248	327	23:43:44
92550.0%	925500	3297.0799999502005	327	23:43:44
92600.0%	926000	3299.0799999501533	327	23:43:44
92650.0%	926500	3301.079999950106	328	23:43:45
92700.0%	927000	3303.0799999500587	327	23:43:42
92750.0%	927500	3305.0799999500114	327	23:43:42
92800.0%	928000	3307.079999949964	327	23:43:42
92850.0%	928500	3309.079999949917	328	23:43:42
92900.0%	929000	3311.0799999498695	328	23:43:42
92950.0%	929500	3313.079999949822	327	23:43:39
93000.0%	930000	3315.079999949775	327	23:43:39
93050.0%	930500	3317.0799999497276	327	23:43:39
93100.0%	931000	3319.0799999496803	328	23:43:39
93150.0%	931500	3321.079999949633	328	23:43:40
93200.0%	932000	3323.0799999495857	327	23:43:37
93250.0%	932500	3325.0799999495384	327	23:43:37
93300.0%	933000	3327.079999949491	328	23:43:37
93350.0%	933500	3329.079999949444	328	23:43:37
93400.0%	934000	3331.0799999493966	327	23:43:34
93450.0%	934500	3333.0799999493493	327	23:43:34
93500.0%	935000	3335.079999949302	327	23:43:35
93550.0%	935500	3337.0799999492547	328	23:43:35
93600.0%	936000	3339.0799999492074	328	23:43:35
93650.0%	936500	3341.07999994916	327	23:43:32
93700.0%	937000	3343.079999949113	327	23:43:32
93750.0%	937500	3345.0799999490655	327	23:43:32
93800.0%	938000	3347.079999949018	328	23:43:32
93850.0%	938500	3349.079999948971	328	23:43:32
93900.0%	939000	3351.0799999489236	327	23:43:30
93950.0%	939500	3353.0799999488763	327	23:43:30
94000.0%	940000	3355.079999948829	328	23:43:30
94050.0%	940500	3357.0799999487817	328	23:43:30
94100.0%	941000	3359.0799999487344	327	23:43:27
94150.0%	941500	3361.079999948687	327	23:43:27
94200.0%	942000	3363.07999994864	327	23:43:27
94250.0%	942500	3365.0799999485926	328	23:43:27
94300.0%	943000	3367.0799999485453	328	23:43:27
94350.0%	943500	3369.079999948498	327	23:43:25
94400.0%	944000	3371.0799999484507	327	23:43:25
94450.0%	944500	3373.0799999484034	327	23:43:25
94500.0%	945000	3375.079999948356	328	23:43:25
94550.0%	945500	3377.079999948309	328	23:43:25
94600.0%	946000	3379.0799999482615	327	23:43:22
94650.0%	946500	3381.079999948214	327	23:43:22
94700.0%	947000	3383.079999948167	327	23:43:22
94750.0%	947500	3385.0799999481196	328	23:43:22
94800.0%	948000	3387.0799999480723	328	23:43:22
94850.0%	948500	3389.079999948025	327	23:43:20
94900.0%	949000	3391.0799999479777	327	23:43:20
94950.0%	949500	3393.0799999479304	328	23:43:20
95000.0%	950000	3395.079999947883	328	23:43:20
95050.0%	950500	3397.079999947836	328	23:43:20
95100.0%	951000	3399.0799999477886	327	23:43:17
95150.0%	951500	3401.0799999477413	327	23:43:17
95200.0%	952000	3403.079999947694	328	23:43:17
95250.0%	952500	3405.0799999476467	328	23:43:17
95300.0%	953000	3407.0799999475994	328	23:43:17
95350.0%	953500	3409.079999947552	327	23:43:15
95400.0%	954000	3411.079999947505	327	23:43:15
95450.0%	954500	3413.0799999474575	328	23:43:15
95500.0%	955000	3415.07999994741	328	23:43:15
95550.0%	955500	3417.079999947363	328	23:43:15
95600.0%	956000	3419.0799999473156	327	23:43:12
95650.0%	956500	3421.0799999472683	328	23:43:12
95700.0%	957000	3423.079999947221	328	23:43:12
95750.0%	957500	3425.0799999471737	328	23:43:12
95800.0%	958000	3427.0799999471265	328	23:43:12
95850.0%	958500	3429.079999947079	327	23:43:10
95900.0%	959000	3431.079999947032	328	23:43:10
95950.0%	959500	3433.0799999469846	328	23:43:10
96000.0%	960000	3435.0799999469373	328	23:43:10
96050.0%	960500	3437.07999994689	328	23:43:10
96100.0%	961000	3439.0799999468427	327	23:43:07
96150.0%	961500	3441.0799999467954	328	23:43:07
96200.0%	962000	3443.079999946748	328	23:43:07
96250.0%	962500	3445.079999946701	328	23:43:07
96300.0%	963000	3447.0799999466535	328	23:43:07
96350.0%	963500	3449.079999946606	328	23:43:05
96400.0%	964000	3451.079999946559	328	23:43:05
96450.0%	964500	3453.0799999465116	328	23:43:05
96500.0%	965000	3455.0799999464643	328	23:43:05
96550.0%	965500	3457.079999946417	328	23:43:05
96600.0%	966000	3459.0799999463698	328	23:43:02
96650.0%	966500	3461.0799999463225	328	23:43:02
96700.0%	967000	3463.079999946275	328	23:43:02
96750.0%	967500	3465.079999946228	328	23:43:02
96800.0%	968000	3467.0799999461806	328	23:43:02
96850.0%	968500	3469.0799999461333	328	23:43:00
96900.0%	969000	3471.079999946086	328	23:43:00
96950.0%	969500	3473.0799999460387	328	23:43:00
97000.0%	970000	3475.0799999459914	328	23:43:00
97050.0%	970500	3477.079999945944	328	23:42:59
97100.0%	971000	3479.079999945897	328	23:42:57
97150.0%	971500	3481.0799999458495	328	23:42:57
97200.0%	972000	3483.0799999458022	328	23:42:57
97250.0%	972500	3485.079999945755	328	23:42:57
97300.0%	973000	3487.0799999457076	328	23:42:57
97350.0%	973500	3489.0799999456603	328	23:42:55
97400.0%	974000	3491.079999945613	328	23:42:55
97450.0%	974500	3493.0799999455658	328	23:42:54
97500.0%	975000	3495.0799999455185	328	23:42:54
97550.0%	975500	3497.079999945471	328	23:42:54
97600.0%	976000	3499.079999945424	328	23:42:52
97650.0%	976500	3501.0799999453766	328	23:42:52
97700.0%	977000	3503.0799999453293	328	23:42:52
97750.0%	977500	3505.079999945282	328	23:42:52
97800.0%	978000	3507.0799999452347	328	23:42:52
97850.0%	978500	3509.0799999451874	328	23:42:50
97900.0%	979000	3511.07999994514	328	23:42:50
97950.0%	979500	3513.079999945093	328	23:42:49
98000.0%	980000	3515.0799999450455	328	23:42:49
98050.0%	980500	3517.0799999449982	328	23:42:49
98100.0%	981000	3519.079999944951	328	23:42:47
98150.0%	981500	3521.0799999449036	328	23:42:47
98200.0%	982000	3523.0799999448564	328	23:42:47
98250.0%	982500	3525.079999944809	328	23:42:47
98300.0%	983000	3527.0799999447618	328	23:42:47
98350.0%	983500	3529.0799999447145	328	23:42:45
98400.0%	984000	3531.079999944667	328	23:42:44
98450.0%	984500	3533.07999994462	328	23:42:44
98500.0%	985000	3535.0799999445726	328	23:42:44
98550.0%	985500	3537.0799999445253	328	23:42:44
98600.0%	986000	3539.079999944478	328	23:42:42
98650.0%	986500	3541.0799999444307	328	23:42:42
98700.0%	987000	3543.0799999443834	328	23:42:42
98750.0%	987500	3545.079999944336	328	23:42:42
98800.0%	988000	3547.079999944289	328	23:42:41
98850.0%	988500	3549.0799999442415	328	23:42:39
98900.0%	989000	3551.0799999441942	328	23:42:39
98950.0%	989500	3553.079999944147	328	23:42:39
99000.0%	990000	3555.0799999440997	328	23:42:39
99050.0%	990500	3557.0799999440524	328	23:42:39
99100.0%	991000	3559.079999944005	328	23:42:37
99150.0%	991500	3561.079999943958	328	23:42:37
99200.0%	992000	3563.0799999439105	328	23:42:37
99250.0%	992500	3565.079999943863	328	23:42:36
99300.0%	993000	3567.079999943816	328	23:42:36
99350.0%	993500	3569.0799999437686	328	23:42:34
99400.0%	994000	3571.0799999437213	328	23:42:34
99450.0%	994500	3573.079999943674	328	23:42:34
99500.0%	995000	3575.0799999436267	328	23:42:34
99550.0%	995500	3577.0799999435794	328	23:42:34
99600.0%	996000	3579.079999943532	328	23:42:32
99650.0%	996500	3581.079999943485	328	23:42:32
99700.0%	997000	3583.0799999434375	328	23:42:31
99750.0%	997500	3585.0799999433902	328	23:42:31
99800.0%	998000	3587.079999943343	328	23:42:31
99850.0%	998500	3589.0799999432957	328	23:42:29
99900.0%	999000	3591.0799999432484	328	23:42:29
99950.0%	999500	3593.079999943201	328	23:42:29
100000.0%	1000000	3595.079999943154	328	23:42:29
100050.0%	1000500	3597.0799999431065	328	23:42:29
100100.0%	1001000	3599.079999943059	328	23:42:27
100150.0%	1001500	3601.079999943012	328	23:42:26
100200.0%	1002000	3603.0799999429646	328	23:42:26
100250.0%	1002500	3605.0799999429173	328	23:42:26
100300.0%	1003000	3607.07999994287	328	23:42:26
100350.0%	1003500	3609.0799999428227	328	23:42:24
100400.0%	1004000	3611.0799999427754	328	23:42:24
100450.0%	1004500	3613.079999942728	328	23:42:24
100500.0%	1005000	3615.079999942681	328	23:42:23
100550.0%	1005500	3617.0799999426335	328	23:42:23
100600.0%	1006000	3619.0799999425863	328	23:42:22
100650.0%	1006500	3621.079999942539	328	23:42:21
100700.0%	1007000	3623.0799999424917	328	23:42:21
100750.0%	1007500	3625.0799999424444	328	23:42:21
100800.0%	1008000	3627.079999942397	328	23:42:21
100850.0%	1008500	3629.07999994235	328	23:42:19
100900.0%	1009000	3631.0799999423025	328	23:42:19
100950.0%	1009500	3633.079999942255	328	23:42:19
101000.0%	1010000	3635.079999942208	328	23:42:18
101050.0%	1010500	3637.0799999421606	328	23:42:18
101100.0%	1011000	3639.0799999421133	328	23:42:16
101150.0%	1011500	3641.079999942066	328	23:42:16
101200.0%	1012000	3643.0799999420187	328	23:42:16
101250.0%	1012500	3645.0799999419714	328	23:42:16
101300.0%	1013000	3647.079999941924	328	23:42:16
101350.0%	1013500	3649.079999941877	328	23:42:14
101400.0%	1014000	3651.0799999418296	328	23:42:14
101450.0%	1014500	3653.0799999417823	328	23:42:13
101500.0%	1015000	3655.079999941735	328	23:42:13
101550.0%	1015500	3657.0799999416877	328	23:42:13
101600.0%	1016000	3659.0799999416404	328	23:42:11
101650.0%	1016500	3661.079999941593	328	23:42:11
101700.0%	1017000	3663.079999941546	328	23:42:11
101750.0%	1017500	3665.0799999414985	328	23:42:11
101800.0%	1018000	3667.079999941451	328	23:42:10
101850.0%	1018500	3669.079999941404	328	23:42:09
101900.0%	1019000	3671.0799999413566	328	23:42:08
101950.0%	1019500	3673.0799999413093	328	23:42:08
102000.0%	1020000	3675.079999941262	328	23:42:08
102050.0%	1020500	3677.0799999412147	328	23:42:08
102100.0%	1021000	3679.0799999411674	328	23:42:06
102150.0%	1021500	3681.07999994112	328	23:42:06
102200.0%	1022000	3683.079999941073	328	23:42:06
102250.0%	1022500	3685.0799999410256	328	23:42:05
102300.0%	1023000	3687.0799999409783	328	23:42:05
102350.0%	1023500	3689.079999940931	328	23:42:04
102400.0%	1024000	3691.0799999408837	328	23:42:03
102450.0%	1024500	3693.0799999408364	328	23:42:03
102500.0%	1025000	3695.079999940789	328	23:42:03
102550.0%	1025500	3697.079999940742	328	23:42:03
102600.0%	1026000	3699.0799999406945	328	23:42:01
102650.0%	1026500	3701.079999940647	328	23:42:01
102700.0%	1027000	3703.0799999406	328	23:42:01
102750.0%	1027500	3705.0799999405526	328	23:42:00
102800.0%	1028000	3707.0799999405053	329	23:42:00
102850.0%	1028500	3709.079999940458	328	23:41:58
102900.0%	1029000	3711.0799999404107	328	23:41:58
102950.0%	1029500	3713.0799999403635	328	23:41:58
103000.0%	1030000	3715.079999940316	328	23:41:58
103050.0%	1030500	3717.079999940269	329	23:41:57
103100.0%	1031000	3719.0799999402216	328	23:41:56
103150.0%	1031500	3721.0799999401743	328	23:41:56
103200.0%	1032000	3723.079999940127	328	23:41:55
103250.0%	1032500	3725.0799999400797	328	23:41:55
103300.0%	1033000	3727.0799999400324	329	23:41:55
103350.0%	1033500	3729.079999939985	328	23:41:53
103400.0%	1034000	3731.079999939938	328	23:41:53
103450.0%	1034500	3733.0799999398905	328	23:41:53
103500.0%	1035000	3735.079999939843	328	23:41:53
103550.0%	1035500	3737.079999939796	329	23:41:52
103600.0%	1036000	3739.0799999397486	328	23:41:51
103650.0%	1036500	3741.0799999397013	328	23:41:50
103700.0%	1037000	3743.079999939654	328	23:41:50
103750.0%	1037500	3745.0799999396068	328	23:41:50
103800.0%	1038000	3747.0799999395595	329	23:41:50
103850.0%	1038500	3749.079999939512	328	23:41:48
103900.0%	1039000	3751.079999939465	328	23:41:48
103950.0%	1039500	3753.0799999394176	328	23:41:48
104000.0%	1040000	3755.0799999393703	328	23:41:47
104050.0%	1040500	3757.079999939323	329	23:41:47
104100.0%	1041000	3759.0799999392757	328	23:41:45
104150.0%	1041500	3761.0799999392284	328	23:41:45
104200.0%	1042000	3763.079999939181	328	23:41:45
104250.0%	1042500	3765.079999939134	328	23:41:45
104300.0%	1043000	3767.0799999390865	329	23:41:44
104350.0%	1043500	3769.079999939039	328	23:41:43
104400.0%	1044000	3771.079999938992	328	23:41:43
104450.0%	1044500	3773.0799999389446	328	23:41:42
104500.0%	1045000	3775.0799999388973	328	23:41:42
104550.0%	1045500	3777.07999993885	329	23:41:42
104600.0%	1046000	3779.0799999388028	328	23:41:40
104650.0%	1046500	3781.0799999387555	328	23:41:40
104700.0%	1047000	3783.079999938708	328	23:41:40
104750.0%	1047500	3785.079999938661	328	23:41:39
104800.0%	1048000	3787.0799999386136	329	23:41:39
104850.0%	1048500	3789.0799999385663	328	23:41:38
104900.0%	1049000	3791.079999938519	328	23:41:37
104950.0%	1049500	3793.0799999384717	328	23:41:37
105000.0%	1050000	3795.0799999384244	328	23:41:37
105050.0%	1050500	3797.079999938377	329	23:41:37
105100.0%	1051000	3799.07999993833	328	23:41:35
105150.0%	1051500	3801.0799999382825	328	23:41:35
105200.0%	1052000	3803.0799999382352	328	23:41:35
105250.0%	1052500	3805.079999938188	329	23:41:34
105300.0%	1053000	3807.0799999381406	329	23:41:34
105350.0%	1053500	3809.0799999380934	328	23:41:33
105400.0%	1054000	3811.079999938046	328	23:41:32
105450.0%	1054500	3813.0799999379988	328	23:41:32
105500.0%	1055000	3815.0799999379515	329	23:41:32
105550.0%	1055500	3817.079999937904	329	23:41:31
105600.0%	1056000	3819.079999937857	328	23:41:30
105650.0%	1056500	3821.0799999378096	328	23:41:30
105700.0%	1057000	3823.0799999377623	328	23:41:29
105750.0%	1057500	3825.079999937715	329	23:41:29
105800.0%	1058000	3827.0799999376677	329	23:41:29
